Date,URL,Title,Source,Country,LABEL,Cleaned_Title
20240911T181500Z,https://www.porttechnology.org/news/port-of-oakland-seeking-development-for-howard-property/,Port of Oakland seeking development for Howard Property,porttechnology.org,China,7,port oakland seeking development howard property
20240913T121500Z,https://aninews.in/news/national/general-news/20th-maritime-state-development-council-concludes-in-goa20240913171833/,20th Maritime State Development Council concludes in Goa,aninews.in,India,12,20th maritime state development council concludes goa
20240830T081500Z,https://www.marinelink.com/news/samskip-joins-fuel-cell-retrofit-project-516530,Samskip Joins Fuel Cell Retrofit Project,marinelink.com,United States,13,samskip join fuel cell retrofit project
20240824T200000Z,https://news.yahoo.com/news/fires-board-greek-flagged-tanker-060414887.html,"Fires on board Greek - flagged tanker after Houthi attack in Red Sea , says maritime agency",news.yahoo.com,United States,3,fire board greek flagged tanker houthi attack red sea say maritime agency
20240824T074500Z,https://us.cnn.com/2024/08/24/middleeast/oil-tanker-fire-red-sea-intl-hnk/,"Sounion : Fires on board Greek - flagged tanker after Houthi attack in Red Sea , says maritime agency",us.cnn.com,United States,13,sounion fire board greek flagged tanker houthi attack red sea say maritime agency
20240822T130000Z,https://www.globalsecurity.org/military/library/news/2024/08/mil-240821-irna02.htm,Greek - flagged oil tanker targeted in Red Sea,globalsecurity.org,Syria,3,greek flagged oil tanker targeted red sea
20240918T190000Z,https://www.globenewswire.com/news-release/2024/09/18/2948557/0/en/Leading-Shipping-Companies-Presenting-at-Capital-Link-s-16th-Annual-New-York-Maritime-Forum-October-15-2024-in-New-York-City.html,Leading Shipping Companies Presenting at Capital Link ,globenewswire.com,United States,12,leading shipping company presenting capital link
20240913T161500Z,https://gulfnews.com/your-money/saving-investment/piracys-perilous-impact-navigating-the-economic-storm-as-an-investor-1.1726211510186,Piracy perilous impact : Navigating the economic storm as an investor,gulfnews.com,United Arab Emirates,11,piracy perilous impact navigating economic storm investor
20240831T103000Z,https://www.canberratimes.com.au/story/8748736/injured-sailors-released-from-hospital-after-ship-crash/?cs=9676,Injured sailors released from hospital after ship crash,canberratimes.com.au,Australia,2,injured sailor released hospital ship crash
20240820T003000Z,https://www.sunstar.com.ph/davao/no-oil-spill-after-tanker-hits-sidc-steel-bridge,No oil spill after tanker hits SIDC steel bridge,sunstar.com.ph,Philippines,8,oil spill tanker hit sidc steel bridge
20240913T223000Z,https://www.theepochtimes.com/us/new-report-says-technology-built-into-chinese-made-cargo-cranes-could-be-a-trojan-horse-for-us-seaports-5723937,New Report Says Technology Built Into Chinese - Made Cargo Cranes Could Be a  Trojan Horse  for US Seaports,theepochtimes.com,United States,11,new report say technology built chinese made cargo crane could trojan horse u seaport
20240708T174500Z,https://www.gulf-times.com/article/686274/qatar/qatar-boosts-maritime-growth-with-new-shipping-event-in-2025,Qatar boosts maritime growth with new shipping event in 2025,gulf-times.com,Qatar,12,qatar boost maritime growth new shipping event 2025
20240821T164500Z,https://www.devdiscourse.com/article/entertainment/3059407-women-officers-make-historic-overseas-deployment-with-indian-coast-guard,Women Officers Make Historic Overseas Deployment with Indian Coast Guard,devdiscourse.com,China,12,woman officer make historic overseas deployment indian coast guard
20240803T234500Z,https://www.devdiscourse.com/article/law-order/3041174-cargo-ship-explosion-near-yemen-spurs-security-concerns,Cargo Ship Explosion Near Yemen Spurs Security Concerns,devdiscourse.com,China,2,cargo ship explosion near yemen spur security concern
20240825T133000Z,https://leadership.ng/nsml-earns-united-kingdoms-mca-accreditation-for-courses/,NSML Earns United Kingdom MCA Accreditation For Courses,leadership.ng,Nigeria,13,nsml earns united kingdom mca accreditation course
20240816T180000Z,https://www.eurasiareview.com/16082024-a-landlocked-indian-navy-facility-keeps-watch-on-turbulent-waters-analysis/,A Landlocked Indian Navy Facility Keeps Watch On Turbulent Waters â€“ Analysis,eurasiareview.com,United States,3,landlocked indian navy facility keep watch turbulent water â€ “ analysis
20240719T200000Z,https://menafn.com/1108460445/Massive-Fire-Breaks-Out-On-Cargo-Vessel-Off-Goa-Coast-Indian-Coast-Guard-Ships-Rushed-To-Rescue-Watch,"Massive Fire Breaks Out On Cargo Vessel Off Goa Coast , Indian Coast Guard Ships Rushed To Rescue Watch",menafn.com,Qatar,2,massive fire break cargo vessel goa coast indian coast guard ship rushed rescue watch
20240826T141500Z,https://news.webindia123.com/news/Articles/India/20240826/4228911.html,"Indian Coast Guard executes daring night - time rescue , saving 11 lives in coordinated operation",news.webindia123.com,India,2,indian coast guard executes daring night time rescue saving 11 life coordinated operation
20240813T154500Z,https://www.journal-news.com/nation-world/a-ship-in-the-red-sea-is-targeted-in-a-third-attack-by-suspected-houthis/6B7P2JACXREF7BU2UIM7A23XTQ/,"A ship in the Red Sea is attacked 3 times by suspected Yemeni rebels , including with a drone boat",journal-news.com,United States,3,ship red sea attacked 3 time suspected yemeni rebel including drone boat
20240824T003000Z,https://www.investing.com/news/commodities-news/fires-observedon-board-greekflagged-tanker-in-red-sea-says-maritime-agency-3585616,"Fires observedÂ on board Greek - flagged tanker in Red Sea , says maritime agency By Reuters",investing.com,United States,2,fire observedâ board greek flagged tanker red sea say maritime agency reuters
20240709T084500Z,http://thepeninsulaqatar.com/article/09/07/2024/qatar-boosts-maritime-growth-with-new-shipping-event,Qatar boosts maritime growth with new shipping event,thepeninsulaqatar.com,Qatar,12,qatar boost maritime growth new shipping event
20240718T031500Z,https://www.businesstoday.in/india/story/indian-navy-rescues-8-indians-1-sri-lankan-after-vessel-capsizes-off-oman-coast-sources-437577-2024-07-18,"Indian Navy rescues 8 Indians , 1 Sri Lankan after vessel capsizes off Oman Coast : Sources",businesstoday.in,India,2,indian navy rescue 8 indian 1 sri lankan vessel capsizes oman coast source
20240717T160000Z,https://www.dailymirror.lk/breaking-news/Indian-Navy-joins-search-for-crew-of-capsized-oil-tanker-off-Oman/108-287463,Indian Navy joins search for crew of capsized oil tanker off Oman - Breaking News,dailymirror.lk,Sri Lanka,2,indian navy join search crew capsized oil tanker oman breaking news
20240720T043000Z,https://www.dailyexcelsior.com/houthis-attacked-singapore-flagged-vessel-in-gulf-of-aden/,Houthis Attacked Singapore - Flagged Vessel In Gulf Of Aden,dailyexcelsior.com,India,3,houthis attacked singapore flagged vessel gulf aden
20240821T223000Z,https://www.marinelink.com/news/tanker-adrift-coming-attack-red-sea-516205,Tanker Adrift After Coming Under Attack In Red Sea,marinelink.com,United States,3,tanker adrift coming attack red sea
20240903T020000Z,https://japantoday.com/category/world/projectiles-strike-a-ship-in-the-red-sea-in-a-suspected-yemen-rebel-attack-officials-say,"Suspected attacks by Yemen Houthi rebels target 2 ships in the Red Sea , officials say",japantoday.com,Japan,3,suspected attack yemen houthi rebel target 2 ship red sea official say
20240821T211500Z,https://www.devdiscourse.com/article/headlines/3059657-greek-tanker-adrift-after-houthi-attacks,Greek Tanker Adrift After Houthi Attacks,devdiscourse.com,China,3,greek tanker adrift houthi attack
20240715T200000Z,https://www.zerohedge.com/commodities/suspected-houthi-boat-drone-collided-merchant-vessel-southern-red-sea,Suspected Houthi Boat Drone  Collided  With Merchant Vessel In Southern Red Sea,zerohedge.com,United States,2,suspected houthi boat drone collided merchant vessel southern red sea
20240816T153000Z,https://swzmaritime.nl/news/2024/08/16/lr-core-power-and-maersk-look-into-nuclear-container-ship-propulsion/,"LR , Core Power and Maersk look into nuclear ship propulsion",swzmaritime.nl,,12,lr core power maersk look nuclear ship propulsion
20240823T060000Z,https://www.the-star.co.ke/counties/coast/2024-08-23-rescued-madagascar-ship-departs-kenya-after-repairs-in-mombasa/,Rescued Madagascar ship departs Kenya after repairs in Mombasa,the-star.co.ke,Kenya,1,rescued madagascar ship departs kenya repair mombasa
20240921T141500Z,https://www.yahoo.com/news/vessel-carrying-20-000-tonnes-125300702.html,"Vessel carrying 20 , 000 tonnes of dangerous Russian cargo will sail past Denmark",yahoo.com,United States,4,vessel carrying 20 000 tonne dangerous russian cargo sail past denmark
20240715T163000Z,https://organiser.org/2024/07/15/247308/bharat/indias-port-print-augmenting-vizhinjam-port-to-make-bharat-dominant-player-in-global-maritime-trade/,India  Port  print augmenting : Vizhinjam Port to make Bharat dominant player in global maritime trade,organiser.org,India,4,india port print augmenting vizhinjam port make bharat dominant player global maritime trade
20240903T020000Z,https://www.business-standard.com/world-news/iranian-backed-yemen-s-houthi-rebels-target-oil-tanker-in-red-sea-124090300037_1.html,Iranian backed Yemen Houthi rebels target oil tanker in Red Sea,business-standard.com,India,3,iranian backed yemen houthi rebel target oil tanker red sea
20240811T144500Z,https://idrw.org/bengaluru-startup-unveils-autonomous-usv-revolutionizing-maritime-operations/,"Bengaluru Startup Unveils Autonomous USV , Revolutionizing Maritime Operations â€“ Indian Defence Research Wing",idrw.org,India,12,bengaluru startup unveils autonomous usv revolutionizing maritime operation â€ “ indian defence research wing
20240919T094500Z,https://www.domain-b.com/economy/infrastructure/ports/pm-inaugurates-tuticorin-international-container-terminal,PM inaugurates Tuticorin International Container Terminal,domain-b.com,India,4,pm inaugurates tuticorin international container terminal
20240719T121500Z,https://www.newsx.com/world/massive-fires-engulf-two-oil-tankers-near-singapore-prompting-extensive-rescue-operations/,Massive Fires Engulf Two Oil Tankers Near Singapore,newsx.com,India,2,massive fire engulf two oil tanker near singapore
20240717T050000Z,https://www.business-standard.com/india-news/latest-news-live-updates-todays-breaking-news-pm-modi-rahul-gandhi-ajit-pawar-trump-assassination-delhi-weather-124071700077_1.html,LIVE : 13 Indians among 16 crew members missing after oil tanker capsizes off Oman coast,business-standard.com,India,2,live 13 indian among 16 crew member missing oil tanker capsizes oman coast
20240816T014500Z,https://www.maritime-executive.com/corporate/lr-core-power-to-conduct-next-gen-nuclear-containership-regulatory-study,LR & CORE POWER to Conduct Next - Gen Nuclear Containership Regulatory Study,maritime-executive.com,United States,12,lr core power conduct next gen nuclear containership regulatory study
20240718T120000Z,https://www.mid-day.com/news/world-news/article/oil-tanker-capsizes-off-oman-coast-nine-crew-members-rescued-one-dead-23365140,"Oil tanker capsizes off Oman coast : Nine crew members rescued , one dead",mid-day.com,India,2,oil tanker capsizes oman coast nine crew member rescued one dead
20240719T174500Z,https://www.hellenicshippingnews.com/singapore-flagged-container-vessel-struck-by-unidentified-projectiles-in-the-gulf-of-aden/,Singapore - flagged Container Vessel Struck by Unidentified Projectiles in the Gulf of Aden,hellenicshippingnews.com,China,3,singapore flagged container vessel struck unidentified projectile gulf aden
20240731T233000Z,https://www.hellenicshippingnews.com/mpa-collaborates-with-microsoft-to-boost-innovation-cybersecurity-digital-and-green-transformation-for-maritime-industry/,"MPA Collaborates with Microsoft to Boost Innovation , Cybersecurity , Digital , and Green Transformation for Maritime Industry",hellenicshippingnews.com,China,12,mpa collaborates microsoft boost innovation cybersecurity digital green transformation maritime industry
20240917T151500Z,https://www.zerohedge.com/commodities/burning-oil-tanker-successfully-towed-safe-area-amid-urgent-red-sea-salvage-operation,Burning Oil Tanker  Successfully Towed To Safe Area  Amid Urgent Red Sea Salvage Operation,zerohedge.com,United States,2,burning oil tanker successfully towed safe area amid urgent red sea salvage operation
20240717T190000Z,https://aninews.in/news/world/asia/nine-crew-members-rescued-one-dead-after-oil-tanker-capsizes-off-oman-coast20240717231603/,"Nine crew members rescued , one dead after oil tanker capsizes off Oman coast",aninews.in,India,2,nine crew member rescued one dead oil tanker capsizes oman coast
20240917T161500Z,https://oilprice.com/Geopolitics/Middle-East/Burning-Oil-Tanker-in-Red-Sea-Successfully-Towed-To-Safe-Area.html,Burning Oil Tanker in Red Sea,oilprice.com,United States,2,burning oil tanker red sea
20240719T190000Z,https://www.freepressjournal.in/india/massive-fire-breaks-out-on-container-cargo-vessel-near-goa-terrifying-visuals-surface,Massive Fire Breaks Out On Container Cargo Vessel Near Goa ; Terrifying Visuals Surface,freepressjournal.in,India,2,massive fire break container cargo vessel near goa terrifying visuals surface
